line,text
407,I think many can get A range in my lecture
408,10% online discussion
409,10% writing workshop online activities
410,20% in-class quizzes
411,10% writing workshop class activities
412,50% final term essaylight workload
413,there is no mid terms or final exam but only 2 in-class quizzes
414,online discussion and online tasks are easy to get full mark
415,"the main task is writing essay, but if you can do it well then you can get good gradeIt doesn't matter which lecture you choose - the content for all sessions would be quite boring for most people. This is a good course for its grade and medium workload, nothing much else. However, if you take the tutorials seriously enough, your English writing ability will improve slightly.The professors aren't very passionate. Lectures can be incredibly boring - nobody listens to anything. Tutorials are more interactive, and can help you write a better essay for submission.If you love Greek/Chinese philosophy, then this course will benefit you a lot. My lecture (L3) covers both East and West values on social participation, family practises and self realisation. It can be quite boring sometimes when professor teaches about theories and showing videos/movies film in the 1960s Lol...Well my mainland professor's english pronunciation is quite strange and her tone is weird. She sounds like a robot. Before ending each lesson, she will pick one or two students to answer her question or raising questions, tho students seldom respond. Most of the students attend the lecture because of PRS, totally ignoring the professor's teaching.there is quite lot of content but none are important coz you wont memorize them"
416,"have fun n 9 write the essayoh i did attend the lecture, but i didnt listen at all, its fking boring :)its goood, i didnt do much of the discussion and the essay is totally mess, i dont even know what i am writing about and i still got a C+.one essay and 2 quizzes and many discussion."
417,"the essay i cant help you, coz i barely understand the topic."
418,"as for the quizzes, dont study unless you damn hard preparing it, the questions it ask are dumb and  very detail, btw u can use own common sense to answer it."
419,"discussion-----screw itThere were three topics including Chinese philosophy, social issues etc. Personally saying, social issues was the easiest topic for your essay.Lectures are optional but tutorials are really important as it counts the attendance heavily. The instructor of tutorial was nice and caring who gave lots of useful advice in how to write a clear thesis statement and topic sentences.Chinese and Western Values"
420,"Destiny...Not clearIf you can write well and quoting what you have learnt correctly,  above mean in the quizzes, make comment in online discussion, getting an A is easy."
421,The essay question is like this.
422,1.Would you travel back in time to kill your roommate in the above circumstances? Provide a sound argument to support your decision using what you have learned on this course
423,"2.Suppose that, in the future, technology exists which makes any kind of transplant possible and that the transplants are legal and affordable for all, do you think that the situation described in the film The Island is morally permissible? Using what you have learned on this course, present an argument to support your stance on this question."
424,"3. If your mother and your wife fall into the sea at the same time and you are only allowed to save one of them, who will you save?(sth like this)A lot of reading materials"
425,2 in-class quizzes
426,1 essay
427,"The workload is not heavy.Topic: Utilitarianism, Confucianism, Destiny and principle of happiness."
428,It is quite interesting and thought-provoking. It requires you to make decision from different perspectives. Every question has no fixed answers. You only need to answer them logically by using some school of thoughts he has taught before.
429,"If you don't mind reading and understanding the traditional Chinese and Western philosophies in English. It would be an interesting course for you.Dr Nam's English is not easy for listening but I would say it is satisfactory. Sometimes, you may find difficulties in understanding some theories from his English, especially for Mencius and Confucianism. Therefore, you may need to review his powerpoint afterwards or beforehand so that you can catch up."
430,"In the tutorial section, my tutor is Lee Pui. He is very familiar with different theories taught in the lecture and he can figure out your mistakes and logical problems immediately in the essay. Actually, I think attend the tutorial is more important than lecture since it all cares about your final essay and guide you how to write it.The content in my semester was very boring and weird. I often had to search on internet to understand it.Professor only read the powerpoint during the lecture.There were 2 mc quizzes and 1 essay needed to hand in. 2 mc quizzes were quite difficult as I was needed to understand concepts and points delivered by the lecture."
431,"The essay was more important than the quizzes, so as long as you put effort on writing a good essay, you can still get a relatively good grade even you failed those quizzesOne essay although took some time. So you better prepare writing one before the deadline.I think it was L2 but im not really sure. It was about Chinese/Western philosophy - it covers utilitarianism, kant, daoism, Confucianism and many more. I actually enjoyed the content mainly because I like to learn about philosophy and understand some of human's intrinsic way of thinking. Some of the case studies were actually quite interesting.Poor english... Very boring teaching style. But he really tries to engage students in the lecture and makes some funny jokes.Boring - don't learn much in this class. Teachers just talk about irrelevant things and often go off topic. Topics are often very complicated and they do not explain the basics.Boring, class is usually irrelevant to what is needed for the deliverables.The content in my semester is language and culture which I find it very boring.Professor only read according to the powerpoint during the lecture.There were 2 mc quizzes and 1 essay needed to hand in. 2 mc quizzes were difficult as it required you to remember most of the concepts and points delivered by the professor which was about more than 200 powerpoint slides for each quizzes. But the essay was far more important than those quizzes, so as long as you put effort on writing a good essay, you can still get a relatively good grade even you failed those quizzes.Only 1 essay needed to be handed in and also some simple exercises needed to be done in ust connect every two weeks.The L1 lecture is about the the relationship between pleasure , happiness and good life and the meaning of http://life.It is about some philosophical theories.i think the tutor is quite good. I don't listen to the prof. His voice is very soft and he speaks very slow. You may find it difficult to follow his mind.the grading is good. I think my essay is not good enough but i got a b+ at last."
432,two In-class quizzes(MC):20%
433,Canvas online discussion:10%
434,Writing workshops 每 online content :10%
435,Writing workshop 每 classroom sessions:10%
436,Term essay (including revision efforts):50%There is a online quiz before every tutorials. You can try it many times until all the answers are correct so it's quite easy. There is quite a lot of reading materials. But the powerpoint can help you to understand the concepts.individualism & family
437,also talks about in both chinese and western persepctive.
438,They actually talk alot about chinese culture.
439,"As a non-chinese background international student, I didn't like that some chinese names popped up on the quiz, but that was only one mark.Boring lecture, but Dr.Zhang is nice and quite good to talk to if you have any further questions"
440,But her teaching is organized and her notes are good to use when you write your essay.
441,"Not only the lecturer, I talk alot with your tutorial instructor! they actually have directions on how to plan and unfold your essayBasic chinese culture and values stuff...if you studied hard in DSE chinese...it's not much of a problem coz most of the values are about Ru Jia...Dao Jia...and it only requires introductory level of understanding so....very easy to understand...and in other perspective...it's quite useless lollectures are boring...although they will count attendance but i still skipped lots of lectures..."
442,"the tutorial session is more interesting coz you gotta discuss with your groupmates..it's quite fun to have philosophical debate while meeting classmates from all around the world...yet...the teaching sucks...I think it was L2 but im not really sure. It was about Chinese/Western philosophy - it covers utilitarianism, kant, daoism, Confucianism and many more. I actually enjoyed the content mainly because I like to learn about philosophy and understand some of human's intrinsic way of thinking. Some of the case studies were actually quite interesting.Poor english... Very boring teaching style. But he really tries to engage students in the lecture and makes some funny jokes.Content isn't bad if you don't just hate reading. It's not easy, but variable stuffs are thinkable; it's not a big deal to complete all the graded materials.It depends on who you meet, but I didn't have strong feeling of enjoying the lessons.Nothing has to be done heavily. Just spend enough time on the assignments and quizzes. But the essay has to be done with effort. Do not just take it easy with tutorial class; be aware of what your essay scorer requires. Keep trying until you and your scorer both satisfies with your essay is the key to get a relatively high score no matter how you mess up your other graded stuffs.It might be heavy if you are a really slow reader, or a reading hater. The content is not heavy but just suggests some thinking if you don't want a mundane stuff on your essay. I had no hard time with it when I spend just a little time on it whenever I am not busy.The course mainly about language and a small amount of Hong Kong background. Normal students have no difficulty understanding the ideas and concept behind. The only problem is the content is too long and boring for most of the students.It can be seen that the lecture wanted to interact with the class. However, her teaching was quite boring, everyone was sleeping or doing their own stuff in class.L1:  Language, Communication, and Society"
443,"This course will mainly talk about the topic of language, like how can we acquire a new language or is there a language exist in other species."
444,"Remember to choose L1,L2,L3 carefully because they have different topic and you may find it boring if u dont choose it wisely.To be frank, the lecturer is quite boring because basically she just follow her PPT. But I do feel that the lecturer tried to interact with us and create a better atmosphere."
445,"Also, you are required to attend the writing workshop in order to teach you how to write a good essay.The content is quite boring. Some people may claim some topics and lectures are the 'traps'. However, I think the course has a uniform grading system among all topics. There were three lecture sections and you can randomly choose one (or just the one that you like the most). It does not affect the final grade at all. Course content is fair but a bit boring.The class is conducted in LT and there are over 200 students in a class. There is no need to answer any questions in class. Of course, you can skip all classes except on the quiz days. There were two quizzes (10% of the whole course) throughout the semester. Make sure you are present on those days."
446,"For the tutorials, you MUST be present every time. It counts towards the tutorial performance (20% of the whole course). Remember to answer as many questions as you can, especially at the beginning of the course. As your tutor is rumored to be the one who marks your final essay, fighting for a better impression could bring you a little advantage."
447,"The MOST IMPORTANT point: Before handing in the final essay, you are required to do your first draft and submit it to the tutor. DO IT SERIOUSLY so that you can ask for very valuable advice from your tutor. After you receive the feedback, you MUST correct your draft ACCORDING to the tutor's advice. That can guarantee a good mark for your final essay (50% of the whole course).Topic: Language, Communication, and Society."
448,"I find this topic comparably more interesting than other HUMA 1000 http://lecture.It discuss language acquisition,differences in male and female languages, languages in Hong Kong."
449,Lectures tend to be boring.Mostly similar with the content in her powerpoint slides.
450,She tried to interact with student and involve students by using PRS.
451,"5 minutes break,usually after the 1st hour of lecturestuff like individualism, family in 80s, utopia"
452,"take this course for fulfilling the school requirement only.i never listen to the professor because i am not interested in the topic discussed, I was doing revision on other courses/hea throughout the whole semester."
453,"But looks like the professor tried to engage the class, but it's difficult for a big class (3XX people), and she welcomed questions and asked if we had any suggestions after quiz 1.The L1 lecture is about the the relationship between pleasure , happiness and good life and the meaning of life. It is much easier than others topics in the L2 and L3. However,   It is a bit boring for the lecture.There are lectures , workshops and online video for you to learn the theory of happiness.It's basically about some Chinese value, some already covered in secondary school if you are a local DSE student. But it is quite weird and adds a lot more workload studying Chinese materials in Englishthe prof. 's tone is quite flat but in a big lecture hall he doesn't really care what you are actually doingI feel the content was actually quite interesting. For me it was about- ""Is there life after death?"". As I am a religious individual, the contents were very interesting.The teacher tried to deliver the materials but it was not at all clear. It also did not feel that he was not trying to even look at the audience and was very difficult to hear.Super good grade for me. That's because I've studied English in an international school. Since a large % of the grading is based on just one essay, I found it rather easy.Workload was fairly light. No midterms or finals, just one essay. So it was good!The course is about some philosophical theories and Chinese literature stuff. It is particularly difficult to understand the content of Chinese literature part because the content is translated into English but the translation is quite weird. For local students, I suggest you look for the Chinese version of the content online."
454,"At last, students are required to write an essay about one of the questions set by the instructor which accounts for 50% of the final grade.Prof. Nam tried his best to teach but his teaching style is monotonous. Not many students listen to him during lessons. But he allows students to submit essays to him before the final submission date for checking then he would make modifications to the draft.This section of HUMA1000 will Introduce different ethic concepts. Western and traditional Chinese concepts like Utilitarianism, Kantianism, Confucianism and Mohism."
455,"The main point of HUMA1000 will be the tutorial section which you should not miss anyone of them.The professor is not really good at speaking English in my thought, so there will be difficulties understanding the contents of the course (at least for me~)."
456,"Moreover, most of the topics mentioned are so boring that one will easily fall asleep if he is lack of good quality sleeping or not concentrate enough. Fortunately, the lectures are basically useless since you can refer to the teaching notes and have self-study by yourself.Easy course. Good to take if you have a stressful semester and want to balance it off. The tutorials and lectures are completely different. The workshops are called writing workshops that basically teach you what your final essay should include and how it should be written.Teaching is fairly good. Material is easy so not much to understand.It is the only SSC-H course, which means that it is compulsory."
457,"The theme and content of the course is different for different lecture. As you are required to spend a whole semester on one essay title, it is suggested that to choose the topic that interests you, or you are familiar with."
458,Remember to attend all the writing workshop.My lecture and writing workshop instructor for that semester are Shengqing Wu and Ellen Yik. Both of them are good enough as they give clear instructions on what the course expects and how to achieve those expectations.
459,"Prof Wu played some movie clips to raise our attention, and have interaction with students."
460,"Ellen is willing to respond to questions and the atmosphere of the class is casual.The content differs a lot between different instructors. For my instructor, although her lectures covered many aspects including east and west, the quizzes were mainly about Chinese culture. Therefore, a good background knowledge about Chinese culture is quite crucial for her section.The lecture covered quite a lot of content, but the discussion at the end of each lecture seemed pretty awkward. With many students leaving the LT after taking the PRS attendance and most left remaining silent, it was really embarrassing. The tutorials, called ""Writing Workshop"", had little to do with the lecture, but mostly taught how to write the final essay.No CommentL1: Each section of the course has different main theme to be covered. Here are the areas of topic being discussed:"
461,"1. Pleasure, Happiness, and the 'Good Life'"
462,2. The Meaning of Life
463,3. Self-Interest
464,4. Moral Conflict
465,5. Cultural Relativism
466,6. Utilitarianism
467,7. Are there absolute moral rules?
468,The topics explained through powerpoint presentations by the professors and individual assigned reading will then be used to write a term essay with the following titles:
469,1. Analyze the possible meanings of the ※good life.§ State your own conception of the good life and why you think it is good.
470,2. Would you agree that all human actions are ultimately motivated by self-interest? Provide reasons for your agreement/disagreement.
471,"3. On page 18 of The Elements of Moral Philosophy (Ch.2), James and Stuart Rachels provide the following argument against Cultural Relativism: ※In some societies, people believe the earth is flat. In other societies, such as our own, people believe that the earth is spherical. Does it follow, from the mere fact that people disagree, that there is no ＆objective truth＊ in geography? ＃Similarly, there is no reason to think that if there is moral truth everyone must know it. The Cultural Differences Argument tries to derive a substantive conclusion about a subject from the mere fact that people disagree. But this is impossible.§ How conclusive is this argument against Cultural Relativism? In what sense may Cultural Relativism be valid?Professor Chong has a really soft and monotone voice. He also does not have much engagement with the students, thus making the overall lectures to be quite boring and easy to fell asleep. The topics being taught by the Professors in class would mostly be based on the assigned readings given."
472,"(Note: Better to read the assigned readings before hand to allow you to follow the lectures easily)For L2, it is mainly about Utilitarianism, Kantianism, Daozi, Tian Ming etc., which I found them abstract. There are one powerpoint, some reading materials and key point notes for each lecture.Dr Nam has relatively poor English. It is easy to fall asleep during the lectures with his monotone. I almost fell asleep every lecture. Overall quite boring.I did the L3 course in fall semester and the content of the course is about how western and Chinese philosophers view the idea of ""self"". It is obviously an interesting debate but, you probably don't need to know everything from the course for the ultimate essay.The teaching of the lecturer is to be quite frank, boring.Materials are all very accessible on canvas in preparation for the 2 quizzes and 1000 word essay of the course. Basic concepts such as Utilitarianism and Kantian ethics as well as abstract concepts like the good life are covered. In general, a very standard humanities course that is compulsory to all students.Professor lets you out an hour early for each lecture so it is quite chilled, but he is retiring after this semester so this section doesn't matter.Just another writing assignment. Not much to learn really, the topic of the essay is quite boring.Very casual, nice instructor if you pay attention.  Sometimes boring.Grades are not bad if you revise ur essay according to the instructors comments and pay attention in tutorials. Easy to get a good grade if u hv a stronger english foundation.If ur lucky you get a instructor tht doesnt check hr hwk rafh tutorial, else theres a simple task every werk you need to do. Not difficult but annoying.Content:"
473,"-Pleasure, happiness, the ""Good Life"""
474,-Meaning of life
475,-Self-interest
476,-Moral conflict
477,-Cultural relativism
478,-Utilitarianism
479,-Kantian ethics
480,Format:
481,"Weekly lectures where the professor reads off the slides verbatim. Assigned weekly readings, but nobody really reads them until preparing for the quiz. Weekly tutorial ""workshops"" where the TA helps you prepare for the final essay (common sense tips about writing essays). Two quizzes on readings/lectures."
482,Assignments:
483,-Unlimited-retries online activities that should be an easy full score
484,-Online discussion about some topic discussed in class (i.e. post your thoughts and reply to others)
485,-Draft & final essay
486,Attendance:
487,-Random PRS polls the professor uses to record attendance during lectures
488,"-Tutorial workshops take attendance-Professor just reads the slides verbatim: boring, but easy to follow"
489,"-Workshops are a waste of time: content covered could be summarized in a pdf that would take 2 minutes to readSome ideas of ancient Chinese philosopher: Confucius, Mencius, zhuangzi, laozi... Western moral theories: kantism...interesting ethical Deliemma.Easy to follow and workload was moderate.Relatively fair.50%essay,20%participation of writing workshops,10%online discussion, 20% 2 quizzes. The essay was important, since it took up half of the grades. However, the requirement for grammar and article writing was not too strict because it is a common core course that is offered for all university students including year one.Workload was fine, although online discussion and writing workshops must be paid careful attention to every two weeks. It's not hard to get most of the mark if you follow the instruction of TA and the workshops intructors.About Chinese philosophy and part of western philosophy. The content is quite related to daily life and not very hard to understand as a local student.Dr. Nam is a very good prof. who always jokes in his lessons. Yet, he has a not very good accent. Non-local students may find it difficult to understand at some point. Overall speaking, His teaching is very good for locals but not for non-locals.Talk a lot of psychological theory, If you are interested in these kind of stuffs. It would be a good choice to you.Very boring, very very boring. I feel sleepy every lectures. Tutor 1hour per 2 week. Tutor taught you how to write the essay.very subjective, grade depends a lot on your essay. You should choose the right topic to write your essay, otherwise difficult to get a good grade. At least, My friends and me choose the same topic and get a bad grade.not much, only essay and 2 quiz. online workload about 15 min per weekmy topic is about linguistics.the instructor in the lecture is quite dull, her accent kinda weird, but the in the tutorials is quite fun and friendly, he provides lots of useful and practical informationit's not difficult to get a good grade if you attend all tutorials and show willingness to improve your essays. listen carefully what your instructor in the tutorials says because that really helps.no heavy workload, and as the tutorials would update your process, it's not so difficult to hand the essay in on time.Interesting stuff if you are into philosophical ideologies. Lecture covered contents such as Kantian Ethics, Utilitarianism and etc. The writing workshop provides notes and tips into writing the final essay that you have to submit.The lecturer was pretty boring and his voice projection was not clear enough, so much so that people in the back half of the lecture theater could not hear him. Most of the people that do choose to turn up to class usually do whatever they wish to do."
490,"The writing workshop is a little more informative, with only 10 people to a session. This helps the instructor have more attention towards each student and allows for a comprehensive teaching.No CommentSome of the content are interesting and worth listening. But the length of lectures is a little bit long and most of the students are either falling asleep or watching youtube. The lectures are boring but it is alright to skip them, but there are will be PRS in the lesson.No CommentLearning about philosophy and humanity related historyProfessor has failry minimal volume of voice, at first, you can barely hear the speaking if you sit at the back of the lecture room. However, you will realize his monotone teaching is relatively helps you to fall a sleep.Interesting topics revolving around life and philosophyA really nice old man from Singapore"
491,"However his monotone teaching can definitely cure insomnia, so skipping class is a better option perhaps!Content is interesting. Self-studying is good enough. Except for quiz, I never attain any class after 2nd lesson.Teaching is so-so. Professor's voice is way too low in lecture and I never hear a word."
492,"Winnie is okay.Good grade! As long as you hand in everything on time and follow their timetable, you wont get a poor grade.Pretty average. 2 quizzes, one essay(1000 words) with NO EXAM. I think it is worth spending time on the essay coz it count for 50% of the total grade."
493,"Again, do submit everything on time coz otherwise there will be mark deduction.The content of HUMA 1000 L2 was quite okay. it wasn't too heavy or too illogical. The readings were acceptably interesting and that made the quizzes much more bearable.The lectures may be boring but we just attend to obtain IPRS attendance. The tutorials aren't many so it doesn't take up too much time. However, can afford to skip 2-3 lectures in the semester but no skipping of tutorials.Our lecture topic was ""Righteousness, Destiny and Well-being"". We learned about Utilitarianism, Kantianism, Confucianism and Mohism  for the first few weeks (topics for in-class quiz 1), and then Daoism, concept of Tian and Ming, righteousness and destiny in Mencius, self-establishment and detachment in Zhuangzi, and the life of a man of virtue in the last weeks (for in-class quiz 2). The first few weeks of contents was not too bad, but I found it hard to understand the latter topics."
494,"Contents for the tutorial / writing workshops were fairly straightforward, and if you know how to write essays in English, you will not have much issues with it.Professor Nam had poor teaching, and I barely went to any of the lectures. His PPTs were also badly organized so it was hard for me to study the course contents by myself."
495,"Mr. William Lee had good English and teaching.Topic is happiness, morality"
496,Interesting
497,Course content is rich but u dun have to know them all because your essay wont cover them all. Just study the part which related to yr essay is enough.
498,2 piece of reading every week
499,can use as the source or give u some ideas towards yr essay
500,"A common core which everyone must take, so enjoy it:)Though topic is funny, professor's volume is low, hard to follow in lecture.IMPORTANT"
501,"This course has 3 sections (L1, L2, L3) and each section has a completely different topic or theme, so what you learn in one section is completely different from the others. I suggest you check the topics of each section before selecting one, as they change every term/year I think."
502,"Mine was L1: Happiness, self-interest and morality. Basically about different philosophical theories and ideas, sometimes a bit boring, but it was a more general theme, unlike other sections which focused on particular philosophies like ConfucianismTeaching during the lectures was boring... Of 400 people in the lecture about 300+ were sleeping or watching movies/chatting most of the time."
503,"The instructor for the writing workshops was very good though. Very helpful and attentive, gives good, specific feedback at every step of the essay.Cultures and Values (L3): Morality and Emotions in Philosophy, Literature and Film"
504,"From the syllabus: (This course will explore the values of morality, love and beauty across diverse cultures in relationship to the individual＊s emotional well-being and chance to have a fulfilled life. We will address the following issues as reflected in a range of philosophical writings, literature, film and art: universal and culturally particular aspects of ethics and human nature; different conceptions of romantic love; as well as the appreciation of beauty and art.)You should expect the lectures to be boring and monotone. But the lecturer tries her best to make it fun and interactive."
505,"As for the tutorials, I was fortunate enough to have Amy Chi. She is very nice, assertive at times. But she gets the job done. She gave me solid suggestions and critical feedback on the essay draft which was important for me to get an A for this course.You have different content to choose but I think they all require little knowledge. Just try to pick for the one that seems more interesting or more popular professor will do. I previously took ""Happiness"" in this course and it included a lot of the philosophy stuff, trying to convince us about what is true happiness. It may seems quite boring though.Prof was not so successful in catching students attention to his lecturing, so the classes were always half-emptied."
506,"Tutorials really depends on tutors' style of teaching, but most of them just focus on language skills and participation in class discussions.the topic of my sectionㄩthe basic values of economic developmentㄛlegal justiceㄛand social diversitylecture--take attendance by PRS"
507,tutorial--take attendance10% quizㄗtwiceㄛbased on assigned readingsㄘ
508,10% lmes forum
509,10% video presentation
510,20% writing workshop
511,"50% essayElectrical devices could be used and discussions were allowed during quiz, so it's pretty easy to get the right answers if you are staying with your friends to look for the answers concurrently."
512,"For the essay, I think the most important thing is to improve your essay by what your instructor had suggested.The content is quite boring. Basically you are using english to study chinese culture. But you may still learn some philosophical thinking from the course.The professor is teaching in monotone and it makes the lecture not that appealing to listen. He did always encourage students to present their ideas in lectures so you still have to get prepared despite the boring lecture.quite interesting. My lecture was about traditional Chinese beliefs, you can learn many interesting ideas raised by different Chinese or even foreign philosophers.interactive. He would randomly pick some students to answer questions.quite good but this depends on different tutors. When you follow instructions from tutors and attend lessons punctually, this will not be a problem.you will only need to write a short essay around 1000 words and take a video as your progress report. As compared to other SSC-HUMA courses, this is a really easy course.If you are interested in the topics, you will find it interesting. Topics generally include morality and values. For me, I think it is a bit boring.Prof is well-prepared for the lectures as he is familiar with the notes and the points that he would like to elaborate."
513,"TA is quite nice as well. She will teach you a lot about how to construct the final essay and may give you some useful comments for improvement.i think the content is quite ok, but may be a little bit boring to some students"
514,"some contents are interesting and not very boring. they may be useful in our final essay, but I  skipped most of  the Lectures as they are time consuming and i am not able to learn a lot in the class (because i studies chinese literature before, therefore, when talking about chinese traditional values, I will rather skip the class)if u are in the tutorial class of Mr John Fung, You are quite lucky, because personally, his class is interesting and not very boring.  I think tutorial classes are similar with Lang1002/Lang1003,teaching with videos and powerpotins.  "
515,"i think it  is quite ok, but may be a little bit boring to some students . i think not many things to talk about teaching as different tutors may have different methods. but personally Mr john fung is good in giving advice and the grade given by him is quite goodBasically, all of the students in HKUST have to take this course, as this is the only Humanities (Ssc) that makes sense and is reasonable, in a way."
516,"The content is usually more about life, happiness, why is it meaningful to have love, or daily-related problems."
517,"It may be interesting for those who like to read, or who like to learn more about the value of life.Pretty good, the professor knows the topic really well."
518,"He already published a book related to the topic about happiness, so he does not have any problems related to the teaching knowledge.Although i'm not mad into linguistics, I gave much attention to it. Its pretty interesting to learn about language systems around the world.Tutor is nice. He have clear speaking and active in tutorial. He gave solid suggestions and critical feedback on the essay draft. The workshop wasn't too much of a help in developing ideas, but gave you a clear outline of what's expected from the final essay. Professor is happy to discuss our individual essays with us out of class, which is very helpful.My topic: Morality, Love and Beauty"
519,"It's really important that you choose the topic (lecture session) that interests you the most. Many L1/L2 students told me they found the philosophy boring or hard but I really enjoyed most of my lectures.Most of the lectures are interesting. Professor explains things clearly. I believe she took a lot of time to prepare the lectures. She goes through the assigned readings during the lectures so it is quite frustrating when you have already read them on your own. I think the morality part is the best because the moral dilemmas are interesting. Professor is happy to discuss our individual essays with us out of class, which is very helpful."
520,"Personally, I think the first few workshops are not really useful. The later ones are more important for they give you clear examples of essay: what they are looking for.Sadly im not a fan of linguistics so it's only natural not to give much attention to it. Nonetheless ts still pretty interesting to learn about language systems around the world.Nice tutor, gave solid suggestions and critical feedback on the essay draft. The workshop wasnt too much of a help in developing ideas, but gave you a clear outline of whats expected from the final essay.Various topics on human nature and the views of well-known philosophers. Can be interesting if you like philosophy but it wasn't very engaging for me personally. You pick 1 topic out of the 3 to write an essay for.Extremely boring as the class is very long and the lecturer tends to drone on endlessly. The 10 minute break in between doesn't really help.Kind of boring. The professor tried to integrate quite some Chinese culture in the beginning part of the course, and it might be a bit difficult to understand for foreign students, so be prepared. Also, expect A LOT OF words in one powerpoint slides.Atmosphere in the lectures are ok. Sometimes it could get quite noisy but the professor calms the crowd down pretty well."
521,"Tutors in the writing workshops are patient and they teach pretty effectively.Morality and happiness, quite a lot of common sense, need to read the materials before lesson if you want to understand the lesson. If not, then you can just come to class to unprepared, but need to read through a lot to prepare for the quizzes later.The professor basically repeats what is on the ppt. Depending on lessons, he might ask students some discussion questions. not a must to answer.Moral Psychology, Justice and the ※Good Life§, providing tons of history and related self-materials for you to read with the lecture notes.Kind of boring because of the contents taught, impossible to be fun."
522,"The writing workshop is even worse, repeating certain contents of Lang1002 and Lang1003, instructor feedback somewhat useless to me. Instructor feedback is not useful and minimal.TOO much comparing to other courses::"
523,"assigned readings every week and writing workshop every other week and 2 quizes and 1 final essayHuman nature, war, meaning of lifeThe teaching is extremely boring, and basically useless. The only reason I go to lecture is the PRS, which counts randomly towards the final grade as 3% bonus.50% are contributed from the essay, so you have to work harder on it, although I did not and the grade turns out to be quite good (not A+, but at least A)"
524,"Beware of the grammatical mistakes, since the essay will be marked by both the professor and the writing workshop tutor, who is basically the LANG tutor.The workload is light; apart from the essay, only need to write something on LMES when a topic is over while everyone can bullshit a lot on it, no big deal; and a video presentation, which is about your essay progress, again, just bullshitting.The whole course is about Morality, Ethics.You need to write an essay for the course. Recommend for people who have good english skills.The instructor is pretty nice and good. She gave comments about your essay so you can correct it laterThe grading is not bad. Not as bad as other people say. As long as you finish all the stuff she gave you and attend the classes.You need to write an essay, and discuss with your group. She will give comments about your essay.There was a lot to read and learn on your own and if you wish to completely grasp the knowledge of HUMA 1000, there is a lot that you must understand. Other than that, it was quite interesting to know more about different moral values of multifarious ideological concepts; you will learn to conceptualize certain philosophies and ideologies and use it to support your argument based on things that you've learned.Honestly, the teaching methods were not as ideal, and the sad thing is that it would be rather hard for this course to improve on its teaching techniques. First of all, the lecture was rather repetitive as we as students were told to read up on the reference materials, then it turns out the professor was going to teach the same thing on the day of the lecture itself. The professor seems like an enthusiastic person as he is always fine with answering the students' questions. As for the tutors in HUMA 1000 tutorials, they seem inconsistent to a certain extent as the content of HUMA 1000 is rather broad and they themselves are not familiar with the final essay requirements.Week 2: Introduction"
525,Week 3-5: Identity and Community
526,Week 6-8: Religion
527,"Week 9-13: Contact & Conflict, Justice and ResolutionMr.Zhang was very enthusiastic about his lecture, and his pronunciation was really good. His lecture was engaging many students, and the lecturing atmosphere was very good.The content was very general and easy to understand. It does not matter if you read a lot before the quiz because at the end you will resort to common sense.Teaching was extremely boring and slow. I always fell asleep or didnt go.The grading is fair. As long as your essay is done well and you do the tutorials properly, it should be easy to land an A range.The workload is really minimal. Just a tutorial once in couple weeks and one essay based on the topics you read in lectureBasic linguistic knowledge which requires some logical thinkingLecture"
528,A little bit boring but easy to follow
529,Students could skip lecture lessons
530,Tutorial
531,The tutorial lessons are quite useful
532,"TA provides comments that helps to improve the essayHave writing workshops,online test,midterm (MC quiz), 1essayIf you are not interested in humanities, you probably feel quite boring.Depends on workshop tutor, quite good.The online test actually is very easy, unlimited trial, so you can guess until you get everything correct, and it doesnt cost you much time."
533,"The writing workshop will guide you to finish you essay, so you will almost get your easy done by about 75% when all workshops are finished."
534,"The midterm quiz is all MC and not that difficult (no need to drill in the lesson material and readings), it is just related to some broad concept related to lesson material and reading."
535,"I  just glance through the readings before the quiz, but it is already enough (so dont spend too much time on readings).interesting but too brief."
536,"topics covered are wide range enough, making it a very nice introductory course."
537,"but the powerpoint slides are sometimes badly made, thus referencing to the required readings are necessary.tutorials are great, but not so for lectures.The content is very broad and rich, this course is very intensive in the point that the readings can't be finished in time.The workshops and lectures are independent. The workshop only focuses on your writing assignment, whereas the lecture focuses on your quiz, the quiz are both all mc. All lectures count attendance.The Course is quite good. The course is quite similar to Liberal Studies for HKDSE students. If you are very interested to News and Liberal Studies , i strongly recommend you to apply this course.This course discuss lots of news and cases from Hong Kong to the whole world.  Also, the course's quiz is easy, as the quiz only have 20 MC questions and do it in a lecture room without any seats arrangement . Although i got 19/20 in the quiz, the tutor did not like me much and i got only a C range.The teaching is quite good for the tutors and it is so similar to Lang lessons.not interesting topic if you are not really into literature. i personally found the class very boringprofessor is good but not tutors. my tutor was very negative. she did not checked my essay fully, which ended up with me getting very low grade in mock essay. i wrote opposite opinion, but she did not read my essay until the end, so she just said i do not have counter argument.mainly on identity issues this semester"
538,the assessments can be unrelated to the lectures
539,but the mid-term quiz was quite depended on lectures and readings
540,"-Environmental forces and human society 每location, climate, and people"
541,-Identity and Community: Family
542,"-Identity and Community: Villages, Cities, States"
543,-Identity and Community: Ethnicity and Nation
544,-Identity and Community: Religion
545,-Identity and Community: Class
546,-Contact and Conflict: Trade and Taxation
