line,text
1273,"Prof Herrup is as nice as Jessica, but possesses the aura of a great scientist who isn't afraid of saying 'I don't know', and provides very inspiring, insightful and adequately exam-friendly answers. His lectures are fantastically delivered in a fun, interactive and clear manner. The only thing you'd grunt about him is that he takes quite a few days, if not week(s), to reply, and that's given that he decides to reply. Super professor overall, personal favourite.Difficulty of the course depends on how you study Biology and are you a Bio-lover or not. Mainly focus on Physiology and Simple genetics."
1274,"A lot of stuff to remember. As you know, this is a Bio courses, bunches of terms are needed to be remembered."
1275,As I know there are over 20 diseases and 20 hormones.
1276,"If you are not interested in Biology, this course will be hard for youBiology is hard to be funny at all, and the content makes the teaching boring."
1277,Wong's deliver skills is acceptable. But the content still make you fall asleep.
1278,"Jessica is even boring than Wong, like a high school teacher. But her reply speeds for the Emails are really fast. I tried to write a mail to her just after the lesson, and I received the reply at the evening.Contain some secondary school knowledge."
1279,"Topics include internal transport, lymphatic,immune system and infectious diseases, processing food and nutrition, gas exchange, osmoregulation and excretion, nervous system, endocrine regulation, reproduction, development and aging, human genetics-chromosomal basis of inheritance and patterns of gene inheritance and finally biotechnology."
1280,The lecture notes of dr. tang are not well-organised enough and are very messy.
1281,Nervous system is quite difficult.
1282,There are plenty of terms to memorize and it is very very very crazy.Boring and not useful. Many students prefer self-study instead of attending class. The pace of teaching is very fast so the concepts are not clearly explained.
1283,"There will be some online exercises on canvas to help you study and clear some of your concepts which are quite important so you should do all of them, But the exercises would not count for any marks.DNA structure and gene expression"
1284,Patterns of gene inheritance
1285,Chromosomal basis of inheritance
1286,Development
1287,Reproduction
1288,Endocrine system
1289,Evolution
1290,Aging
1291,Circulatory system
1292,Mid-term exam
1293,Respiratory system
1294,"Lymphatic, immune systems & infectious diseases"
1295,Osmoregulation & excretion
1296,Digestive system and nutrition
1297,Biotechnology
1298,Nervous system
1299,Final
1300,Basically a slightly more detailed version of the DSE syllabus.
1301,"Perfect transition from DSE to uni, which is great."
1302,"Gives a board understanding human biology in general.HERRUP, Karl"
1303,"LIANG, Chun"
1304,"LAM, Philip"
1305,Teaching is great.
1306,"All three professors are very passionate in what they teach, and teaching itself."
1307,"Liang tries to include a lot of extra resources to help students understand more of the material. Provides a lot o online materials as well. He tries to thrown in a few jokes as well to make lectures more fun as well. They way he talks could be a little boring, but overall it was great."
1308,Lam really tries to make students feel as comfortable as possible. He makes sure students understand what he wants to deliver to students. He sometimes include iPRS questions as well. His lectures are fun and lively and easy to follow. He plays music when its break time which is so refreshing and fun and relaxing.
1309,"Herrup is amazing. He includes a lot of humor in his lectures to make lectures more fun. He throws in a lot of analogy to make students understand the material more easily. He is interactive with the class. He checks on how students are doing before class whenever its close to an exam period. He keeps messing up with the projector tho, that's a bit annoying but I am sure it is annoying for him as well so -"
1310,"They all give good ppts, although i personally prefer Lam's and Herrup's a bit more."
1311,All lectures were videotaped and put to Canvas.
1312,Having different lecturers or different chapters is not the funest thing ever.- Internal transport
1313,"- Lymphatic, immune system & infectious diseases"
1314,- Processing food & nutrition
1315,- Gas exchange
1316,- Osmoregulation & excretion
1317,- Nervous system
1318,- Endocrine regulation
1319,- Reproduction
1320,- Development & aging
1321,- Human genetics ¨C patterns of gene inheritance
1322,- Human genetics ¨C chromosomal basis of inheritance
1323,- Biotechnology
1324,"All these are good to know, but they are too much. I think they need to be split into two separate classes.Boring. Super boring.lots of ppt slides to memorize"
1325,"Herrup speaked too fast, so i had to read through the textbook to catch up with the content, otherwise you have to ask him after class to clarify the contentsTheir teaching is very clear and can be easily understood, though Herrup sometimes speaked too fastthe former part of the course is about DNA structure and expression, basic genetics, some of evolution."
1326,"after midterm, the course is mainly about the eight systems of human.professor Herrup is very good at teaching and often interact with students. he is usually very nice and funny, giving vivid explanations. But there are times when students did not take the class seriously, talk very loudly in class, or play with the display screen... so the professor may get mad a little. his ppt is too abstract, without much information, so you need to attend the lectures."
1327,"professor Liang's class has a lot of information and the speed is relatively faster. however, the class is a little bit boring. the ppt is good.Learnt high school level biology. In the sense, AP BIology/IB Biology High level. For each lecture, we finished half of the ppt on average ( 50 pages out of 100 pages). We went over human physiology in detail. Starting from Basic genetics, we learnt Digestion, Respiration and breathing, circulation, hormones, evolution, excretion, sexual reproduction, and  etc.Prof. Karl's lecture was interesting. He took quiz for almost all the lectures and made sure we knew what we were learning. He taught the first half of the lectures and the rest by Jessica.Before the mid-term:"
1328,-Circulatory System
1329,-Immune System
1330,-Digestive System
1331,-Respiratory System
1332,-Excretory System
1333,After the mid-term:
1334,-Nervous System
1335,-Endocrine System
1336,-Reproductive System
1337,-Development
1338,-Gene inheritance
1339,-Chromosomes
1340,"-BiotechnologyHerrup and Liang both are passionate about teaching. If you ask them questions , they will definitely ans you."
1341,Herrup is a intersting professor who is really good at teaching!Never got bored in class.Most of the topics are DSE related.Topics are familiar to students.
1342,"But there are 2 chapters that are relatively difficult,which are nervous system and aging. These 2 chapter needs more time to study and understand as some contents are new to students.Jessica and Herrup taught so clearly during lecture lessons and their ppt are clear and easily to understand at all. They also provided lecture video for students. You can revise again after lesson.It's a more in-depth summary of HKDSE http://biology.It covers lots of contents with numerous slides. This course requires both understanding and memorisation.Professor Herrup makes the teaching atmosphere more relaxed.Professor Tang teaching tone is very boring,but straightforward. She is more systematic,teaching materials are more organised.I intended to give an A here because of Prof Herrup but a C for Dr Tang, so here it is, a B."
1343,"Many would say Professor Herrup speaks way too fast and covers too many complex course contents, but seriously I think this is just the way native speakers teach. It is simply natural for the professor to try and share as much as his knowledge to students."
1344,"Dr. Tang, meanwhile, is a typical Hong Kong lecturer. She speaks with a pretty Hongkong-ish accent you might find......rather.......hypnotizzzing. Well in her defense she got the way less interesting part, i.e. human physiology, a topic largely overlapping with DSE biology.The topic covered is really hard. Especially the part from Karl. You can barely understand the topic since week 1. I did some pre-study before class but I still could not catch up. It's about DNA."
1345,"And after few weeks teaching, the content become a bit easier. Yet, still challenging if you did not take human physiology elective in DSE. There are lots of new concepts which you haven't heard about it while the other students had studied it before.No lecture video for the course."
1346,"Prof. Herrup's assent is good and the lecture is lively. Due to the content, I hardly catch up the meaning though I understand all his words. Sometimes he will cover the powerpoint with a really high speed and he didn't really express so well to deliver some concepts."
1347,"Jessica is better than Karl. Fair assent. You can jot down a lot of notes in the lecture and you will find it useful. She expressed better when comparing with Karl.Focuses on genetics and human biology, briefly touching some other topics like biotechnology. It can help you explore whether life science is your preferred major.The teaching is about average. Prof. Herrup is organized and humorous in general but may tend to include overly specific topics with little explanation, forcing you to memorize w/o understanding the logics behind. Dr. Tang is friendly and has easy-to-follow visual aid, but her lectures tend to be dull and lacking in fluency.More details for DSE Biology"
1348,"If you are interested in Biology, it ia quite fun."
1349,"There are lots of hormone, illness and organ name need to know or have in the pptI would say that the teaching of Biology is quite hard to be funny but my secondary school teacher did it great actually."
1350,"Anyway, they usually just speak what ppt have but they will answer your questios after lessons. And sometimes they will tell you whether this will provide or you need to recite in the exam. This really matter in Bio subject.There are in total 8 lab sessions, in which you would learning different recombinant technologies, including aseptic techniques, preparing cell culture, PCR, gibson assembly, site-directed mutagenesis, etc. In addition, you have to attend a 50-minute tutorial each week, where you can learn in-depth knowledge about each kind of recombinant technology. Although the contents aren't directly related to the lab session, i strongly recommend you to attend as they would be tested in the final exam.In the first half of the lab, Bobby would give a pre-lab talk to outline and highlight some key points of the experiment (which is very likely to be tested in the exam). Then he would demonstrate the experiment once. You should find no difficulties in performing the experiment  if you pay attention to bobby's demonstration.The lab course will include most of the techniques you need for recombinant DNA. This lab course provide an idea of the principles behind that technique and, of course, detailed steps of each technique. This is a course you want to take if you want to learn cloning techniques.Nothing special for Bobby's teaching, just like his usual style in teaching lab course. He will first brief the particular technique and move on to demonstration. Demonstration will be captured by instant camera, but if you need a clearer observation, do come near the demo bench every time. He will explain points you need to pay attention to during experiment. After all, its mainly your time to complete the experiment. You probably will forget the steps and the lab manual can help you a lot.There are 2 mid-term exams and also one final exam."
1351,"For the first mid-term exam, it is relatively easy. It only concludes the part taught by Prof. Tsim."
1352,"He highly recommended us to buy the textbook, however, even a year 1 student could find out some misconcepts in the books. I read the whole book seriously and found out that it is time-consuming and also wasting my time, as I have to find the wrong parts in the book and search for the correct stuff. Also, the chapters did tell the students something, but it is incomplete and not really useful, many of the stuff is incomplete. Thus, I really do not recommend any one to buy the textbook and read it. I think search the related topic would be easier to understand. And wikipedia helps a lot."
1353,"For the second mid-term, it is basically based on the part of Prof. Raymond Wong. The contents are mainly about the history and policy of the patent. There are a lot of terms, definitions and DATES to remember. Remembering all stuff he said in the lecture and also in the notes would be good for exam. So if you really want to choose this course, make sure that you really have a good memory of it."
1354,"For the final exam, it contains 3 parts. 2 for Prof. Raymond Wong's part and 1 for Prof, Joseph Wong's part. For the first 2 parts, it consists of a lot of T/F questions and LQ. Many part of the T/F question is tricky and many of them involves NUMBERS and DATES. So it was really difficult. And Prof. Joseph Wong's part, the first part of the paper is fill in the blanks, and the second part is MCQs.  For the fill in the blanks part, some of them are not mentioned in the lessons nor on the student's version ppt. So, I have no idea what was happening in some of the question. And as I recalled, one of the fill-in-the-blank question is asking the name of the bacteria, which is Bt bacteria. Although he did mention the Bt bacteria and its full name in his lectures, however, I have no idea that the long scientific name would be in one of the spelling question, so I did not get the mark. Although some parts of the MCQs were not mentioned in the lectures, but it is relatively easy if you have do some research on the topics in your spare time."
1355,"This is so far the worst course I have ever enrolled in.For Prof. Tsim's part, he teaches with the ppt and sometimes, he wrote something on the whiteboard and asked the students sitting in the front row to answer his questions. His teaching is clear and easy to understand. However, if you don't think to be asked to answer questions or you found that you might sleep in the middle of the lecture, do not sit on the first row."
1356,"For Prof. Raymond Wong's part, he doesn't use any powerpoint, all he shown is the pdf he distributed in the beginning of the lesson and the notes he wrote on the whiteboard. He used the whole whiteboard to write the stuff, so if you want to take notes, find a seat that could see the whole whiteboard. Also, his handwriting is not really good, so, it is somehow difficult for me to see what he was writing. His teaching is clear, so I think his teaching is okay."
1357,"For Prof. Joseph Wong's part, I have no idea what he is doing actually. Sometimes, he was late for the lectures, and in most of the time, he was not teaching anything at all. As I recalled, many time he stopped in the middle of his lecture he stopped and told us that it is the wrong powerpoint and he would like to find the newest version. And this takes lots of time, and sometimes, he cannot find the correct powerpoint and seemed not willing to continue the lecture. Also, the powerpoint that is uploaded on Canvas is known as the ""Old version"", the powerpoint slide is totally a mess, the situation is like this: Prof. Wong shows the powerpoint with the projector, on slide 12, you find out that the one he is showing is totally different from yours. Thus, you try to find the that powerpoint slide in your version, and it is slide 34 in the student version powerpoint. And two slides later, all of this happens again. And at the moment that you eventually find that powerpoint slide, he finished his elaboration and explanation. And sometimes, you could not find the powerpoint slide that he is showing at all. And when you want to take a picture of it, he stops you and told you not to. As he is going through the powerpoint too fast, for some slides, he skipped or go to the next slide before you could finish reading all of the words or diagram there. Furthermore, you could find most of the slide that should have diagrams or flowchart on it remains empty, there is only the title. Some happens as he claimed that using the pictures online would not be legit, but he could actually post the website link there so that we could reach it. It would be so much easier for us."
1358,"Furthermore, sometimes he told us he actually had no idea what that is and how does it works in the middle of the lecture, and he asked us not to ask questions. Even if you do, he would tell you that you don't need to know the answer, it is just a introductory course."
1359,"To conclude, it is like 80% of the lesson time you are not learning, as you are too busy to find the correct powerpoint slide and listening to something not-related."
1360,"Actually there is also a doctor for teaching support, Doctor  Leung. The powerpoint she made for the lesson of Prof. Joseph Wong is wonderful. It is a pity that he only showed it for at most 2 minutes (the powerpoint actually has many slide). I wished that we actually could have a chance to read that.Lecture material and exam papers were based on different instructor. (but all are basically rubbish)"
1361,Prof Tsim's part:
1362,He will definitely ask you to buy the reference book as he will only use lecture slides provided by the reference book's publisher with a bunch of incomplete content. It seem that you need to use the book to 'solve the hidden message'. (WTF)
1363,Prof Raymond Wong's part:
1364,No lecture slides at all. Only few pictures (yes pictures!) and articles are given. Definitely the messiest lecture materials I've ever seen.
1365,Prof Joseph Wong's part:
1366,I really have no idea of wtf he was doing.All three are basically rubbish.
1367,But Prof Tsim seems to be not too bad among them.
1368,"(Trust me, attending their lectures is only wasting your time as you won't learn anything useful. Only recitation of a lot of unexplained lecture materials is needed)This course provides a general overview of fundamental subjects, molecular foundation and basic laboratory techniques of biotechnology. The content is not very organized at times and there are quite a few overlapping parts among the three professors, as well as with other courses such as biochemistry. They also don't strictly follow the syllabus given to us initially. But in general, the content gives a pretty good insight on how biotechnology works and how the technologies can be applied in different aspects."
1369,"Prof Karl Tsim basically focuses on the molecular aspects of biotechnology, such as genetics, recombinant DNA technology, and protein products."
1370,1 The Biotechnology Century and Its Workforce
1371,2 An Introduction to Genes and Genomes
1372,3 Recombinant DNA Technology and Genomics
1373,4 Proteins as Products
1374,"Prof Joseph Wong, on the other hand, focuses on different areas of biotechnology and the potential applications in the human society."
1375,5 Plant Biotechnology
1376,6 Animal Biotechnology
1377,       6.1 Transgenic Animals
1378,       6.2 Production of Monoclonal Antibodies
1379,7 Aquatic Biotechnology
1380,8 Medical Biotechnology
1381,       8a Diagnosis and Medical Products
1382,       8b Gene Therapy
1383,       8c Organ Transplantation
1384,       8d Stem Cells
1385,9 Baculovirus Expression System
1386,"Prof Raymond WK Wong teaches the history of biotechnological developments, legal and policy issues, applications of biotechnology, and basic laboratory techniques used in recombinant product production. He basically covers the details of EVERY aspect, and sometimes he just repeats what the other professors have covered, but in MUCH greater detail. If you can catch up on his part, you'll definitely learn the most from him, but for most students, his part is quite overwhelming."
1387,10 Historical Breakthroughs in biotechnology
1388,       Bacterial Transformation
1389,       Molecular Structure of DNA
1390,       Nucleic Acid Synthesis
1391,       Discovery of Restriction Enzymes
1392,       Plasmids
1393,       Recombinant DNA Technology
1394,       Construction of Biologically Functional Plasmids
1395,       First Recombinant Protein in Market
1396,"       Antibody (Ab) Assay (ELISA, Western blot)"
1397,       Production of Monoclonal Antibodies
1398,       DNA Sequencing
1399,       Southern Blotting
1400,       Site-specific Mutagenesis of DNA
1401,       Polymerase Chain Reaction (PCR)
1402,       Gene Therapy
1403,       Human Genome Project
1404,       Sheeping Cloning Using Differentiated Cells
1405,       Embryonic Stem Cell Therapy
1406,       Random Mutagenesis
1407,11 Legal and Policy Issues in biotechnology
1408,       Hour-glass Model for Biotechnology
1409,       Drug Application Policy
1410,12 Applications of Biotechnology
1411,       Biopharmaceuticals
1412,       Agriculture
1413,       Animal Farming
1414,       Bioremediation
1415,       Energy generation
1416,       Research
1417,13 Engineering of Recombinant Expression Construct
1418,       Using Escherichia coli (E. coli) as Host
1419,       Source of DNA
1420,       Engineering of Vector
1421,       Transformation Process
1422,       Assays for Protein Expression
1423,       Using Bacillus subtilis (B. subtilis) as Host
1424,       Shuttle vector & Helper/resident Plasmid
1425,       Transgenic Animals
1426,       Environmental remediation
1427,       Quantification of Biochemical Assays
1428,       Routes of Expression
1429,       Scale-up Expression
1430,       Time-course Study
1431,       Small-scale Check
1432,       Fermentation
1433,       Chromatography
1434,14 Advertisement of His Own Company
1435,       Diabetic Foot Ulcer
1436,       Epidermal Growth Factor (EGF)Prof Karl Tsim - D
1437,"He basically followed the PowerPoints given by the publisher - how lazy he has been! His teaching pace was so slow at first, and right before the midterm he immediately rushed all the way to finish 2 whole chapters in merely 2 lessons. And attending his lectures is useless - better rely on self-study to survive in the first midterm. However, one thing he isn't that bad is that he conducts the lectures in a more interactive ways than the other 2 professors. He might sometimes ask students sitting in the front rows questions, so get prepared if you sit in the front rows. Regretfully his interaction with the class does not help us understand the lecture content."
1438,Prof Joseph Wong - E
1439,"Rubbish. Nobody knows what the heck he's doing. Refuses to reply emails of inquiry from students cuz he's so ""busy"". His PowerPoints are messy. Dun even wanna waste words to bash on him. However, you still have to pay attention in his class cuz he'll OCCASIONALLY mention some important concepts that might appear on the second midterm."
1440,Prof Raymond WK Wong - B
1441,"Quite a lot of students dislike his teaching style - he writes lots and lots of things on the blackboard and you've to write you notes fast enough so that you can catch up on his teaching. However, if you're hard-working and if you can follow his pace, you'll be fine on the final exam.This course provides students with a general understanding and recognition of fundamental subjects in biotechnology and is particularly aimed at students who are interested in declaring major or minor in Biotechnology."
1442,There are various topics in the course and some are listed below.
1443,-the history of biotechnology
1444,-Molecular foundation of biotechnology
1445,-Biotechnology tools in research & development
1446,-Biotech company in Hong Kong and China
1447,-Technological approaches
1448,"-Achievements in animal, plant, and algal biotechnology"
1449,-Insects
1450,-Healthcare application
1451,-Legal and policy issue in biotechnology
1452,"-Ethicalissues in biotechnologyThis course is taught by three professors. Each professor is responsible for seven to eight lectures and they taught different arenas and areas of biotechnology. The teachings are undoubtedly boring. The lectures that taught by prof Wong is fine, but it is vital to write notes in order to score high in the final. Though prof Joseph Wong's teaching might be poor, his exam is fine (the questions did not require much extra knowledge). Prof Tsim part requires a lotttttt of memorisation. You are probably in an advantage if you have a good memory.If you studied biotechnology before, it would be quite easy for you to take up the first half section of the course. But the content in the second half will take you more time understand.The first two lectures are quite boring, they directly tell what is written on the powerpoint. The lessons can be possibly be skiped. However, for the last professor, he will not upload and PDF onto canvas and he will copy th note on his own and distribute them every lesson. That's mean if you skip his class, you will miss the notes. Also, he only gives brief explanation, certainly you will not understand if you do not come to class.Content itself is not hard and very easy to understand. However, the range covered during the lectures is very wide, so this course does require heavy memorisation throughout the course. There are total of three exams from each of the instructor.Professor Wong, Wan Keung and Professor Tsim are relatively good with teaching the content. However, Professor Joseph Wong is a very bad lecturer overall. His ppts are useless and unhelpful, and his teaching is also very unhelpful. I ended up doing self teaching with textbook, so I highly recommend getting a textbook. One good thing about Professor Joseph Wong is that his exam is very easy, especially if you have a strong foundation of biology.There are three parts to this course taught by three different profs, and basically the content just repeats itself. Its the most ridiculous and badly planned courses I've ever taken."
1453,"They teach you about the different forms of biotech, methodologies involved in each type, genetic engineering, plasmids, etc.The teachers were terrible, the first lecturer literally used someone else's slides and just read off them. He tried to be funny but he really wasn't. Using some one else's slides was good for us because that meant that the content was understandable and well put."
1454,"The second lecturer had the worst slides I have ever seen, they were just blank slides with a few words and images. You had to research topics on your own to understand the topics."
1455,"The last lecturer was the prof in charge of this course, WONG, Wan Keung. I actually enjoyed his lectures more than the others, I felt like i actually learnt something.This guy pulled no punches. You have to attend every lecture because this guy write on the board. To keep up you have to constantly jot down what he writes on the board and what he says. This guy was the toughest because he went into a lot of detail. His slides were just topic names and pictures and dates, nothing he said was actually on the slides. Which means in order to pass his test you have to attend lectures.Learn about the basics, introductions to biotechnology, history, molecular foundation, biotech Industries in HK and China,Prof Karl Tsim teaches great and always have interactions with students and he wants us to think more."
1456,"Prof WK Wong speaks too quietly and writes all the notes in the whiteboard. So it is really annoying because we found that we barely see the small words and it is really tiring to copy the notes from him. However, he explains the concept quite clear."
1457,"Prof Joseph Wong is the worst... It seems that he dont prepare for the lesson in advance. And also blame the internet or his updated version is left in his office...lol... And he just read aloud the ppt so it is useless to pay attention in the lesson...The course is taught by 3 professors. A portion of the content is what you've already known and some of the professors' topics overlapped.Prof. Tsim used the ppt slides provided by the textbook publisher so it was quite clear and easy to follow. However, he loved to jump to unrelated topics from time to time, so, cannot finish on time. He rushed through almost half of his content in the last lecture before the 1st midterm."
1458,"For Prof Joseph Wong's part, his ppt slides were not at all organized, just a few words & pics and did not correspond to the student's version. I don't think to attend the lecture would do any help to understand the content as I could hardly understand what he was saying. However, his midterm questions were all MCs and straightforward enough. You can do well by simply memorizing the details in the slides/corresponding chapters of the textbook."
1459,"For Prof. Raymond Wong's part, he had a few slides as the content outline but all details were written on the whiteboard. So do come to the lecture early and get the front rows and don't miss a single word. His content was covered in the final, including MCs, TF matching and short questions. Some can be tricky.The course is separated into three parts which taught by three different professors. It has two midterms and one final."
1460,"For Prof. Tsim¡¯s part, he is clear enough and his speech is relevant to the ppt. It is quite easy to follow. The questions in midterm is not deep at all, very straight forward, just memorization is needed."
1461,"For Prof Joseph Wong part, I could hardly understand what he said and was very difficult to catch up. His ppt is extremely simple, sometimes just few words and pictures. Attending the lectures doesn¡¯t really help your understanding, but I would recommend you to attend the lectures. You often need to find cohesion between his ppt slides yourselves. His delivery was not clear and sometimes discussed thing out of the ppt. However, his mid-term is quite straight forward if you really get familiar with his ppt content. Most of them were included in the lectures. It consists of MCQs only but memorizing all the details in his ppt is not an easy job."
1462,"For Prof Raymond Wong¡¯s part, you have to pay attention throughout his lectures and if you want to have good marks, sit in the front few rows and never skip lessons!!! He wrote contents in the whiteboard. I would suggest you write as much as you can in the notes as sometimes, you don¡¯t know what is happening if you just mark down words on the board. His part is quite clear and detailed which you can learn many. And his final consists of MC, TF, matching and short question, basically all content in lectures. Short question is quite hard to do. It asks for details and need to do a few data analysis.not good enough... the exam is straight forward though.Prof Karl Tsim uses PowerPoint for teaching. There are quite a lot of information in the PowerPoint, but if you manged to memorize them, you should be okay for the mid-term"
1463,"Joseph Wong also uses PowerPoint for teaching, but the PowerPoint is made by himself and they are not very good for revision. The contents inside the PowerPoint seem not very organized, not very good for revision."
1464,"Prof W.K. Wong, he writes things on whiteboard for teaching. You have to copy them all if you want to get good grade. However, in my opinion, after copying all the things on whiteboard, when you just do revision and look at them, it is not very organized."
1465,"BTW, the course outline sates that Prof W.K. Wong will teach ""Healthcare application"", ""Legal and policy issue in biotechnology"", ""Ethical issues in biotechnology"". However, in the end, he did teach them, but maybe only account for 10% of his lectures, he just taught other Biotech terms and technique for the remaining 90%. I think the stuffs are quite random for the 90% one. My point is, if you are not teaching the things that stated in the course outline, then what's the point of writing them down? Or maybe I am just not getting used to the teaching styles in the University.TBH, I think Tsim is the best among all three, but all of the prof. in this course are still mediocre."
1466,"Tsim: He usedPowerPoint for teaching. Making you easy to follow what he said and take notes. He covered quite a number of PowerPoint, maybe you will feel hard to memorize beofre mid-term."
1467,"Joseph: The worst prof. Honestly, I cannot believe how bad he was teaching. His teaching is very unclear. You may feel hard to listen to him in lessons. His PowerPoint is awful, like he is showing a 90 pages PowerPoint in lesson but you can only obtain a 40 pages PowerPoint on Canvas, those missing slides will make you have a hard time to follow his teaching. Sometimes, in the lesson, he will say he got a wrong version of the PowerPoint, it makes me feel that he is so unprepared for the lessons. Plus, student version of the PowerPoint notes is strange, he will delete some of the pictures, you may even find a slide with one word or a blank slide. BTW, he said he keeps ""edit"" the notes each year. In the lessons, he always mentions he is unable to answer so many questions from students via email because he is teaching multiple courses, actually, I have never heard about this problem from other professors, or because of your unclear teaching that causes so many students ask you questions?"
1468,"WK Wong: He wrote notes on the whiteboard, just copy them all if you want to have something for revision. But I don't think he was teaching well. The notes are unorganized and seems he was talking about random stuffs. I commentate some of his teaching in ""CONTENT"" part.This course will provide students with a general understanding and recognition of fundamental"
1469,subjects in biotechnology and is particularly aimed at students who are interested in declaring major
1470,"or minor in Biotechnology.Tsim: Teach great, as the slides are easy to follow. Love talking with you and make friend with you"
1471,"Joseph: He only talks to himself, so you don't need to care what he says. Just do what you like during the lesson. Don't worry as I found no one is listening to him at all. BE careful as he has 20-years teaching experience(he said).write down note to get good grade."
1472,this course is taught by three professor
1473,"for wong's part, you have to write down note, for other you dont have to write. you just have to revise the ppt.all prof teach so bad"
1474,you have the ppt
1475,"for wong you have to write down all the things on the blackboard to get good grade in the final examFirst part was about plant growth, plant structure..."
1476,"The second part was about plant hormones and plant movement. There were 6 plant hormones in total and 2 major plant movement.Both professors are nice. They explained the course content very well. They would give a lot of additional information in class, and sometimes the content of ppt are wrong, they would tell you in class, so you better attend lectures.The content is about plant structure, growth, reproduction, photosynthesis, respiration... before the midterm."
1477,"The final is mainly about plant hormones and the interaction between them.The lectures are interesting. They are nice and are familiar with the course content, they can explain the concepts clearly."
1478,"However, the notes provided are neat, just not self-explanatory as you might expected, attending the lectures and jotting down some extra notes are really needed. (and no lecture videos are provided)The course is basically evil; it is easy on the first half as you talk about basic capillary movemnts, photosynthesis, calvin cycle, and other stuff you know in highschool. After midterm, came biochemistry and molecular biology which will surely make to regret taking this course in the first place.Leung (Melody) was quite nice. She was organised and structured. Her English is not the best, but she tries to be friendly, engaging and helpful to her students. Li Ning was the opposite; he was mad insane. Definitely a mess, he handles the biochemistry an dmolecular biology part of the course and yet he fails miserably most of the time to explain concepts to the students. His presentation was also a sloppy mess and hard to understand.The contents are pretty straightforward and are easy to understand."
1479,"The topics range from plant hormones, plant cell structure e.g. pectin, lignin etc. Structure and life processes in plants; cellular structures; molecular and cellar mechanism; transport of water and nutrients; nutrition and soil; reproduction; photosynthesis; growth and development; biotechnology."
1480,"Though this seems like a lot, the content itself isn't overwhelming as compared to other courses, and is very interesting if you enjoy learning about plants.I personally enjoy Li Ning's approach to teaching. He always highlights the important concept and ""take-home message"" after every lecture. He appropriately stresses the confusing part.. and uses good analogies to explain the concepts better. His slides either contain many pictures or too many words. Not all of em would be elaborated or discussed in the lecture, so best to attend his classes ( and for the record, he doesn't record his lectures)"
1481,"Melody, on the other hand, is alright, her explanations and contents are usually present word for word in the ppt.The content is about plant structure and hormone. Hormone's part is very difficult.Melody's part is easy and do not have much to memorize. The content is clear and you can easily understand."
1482,"The accent of Li Ning is terrible. Can hardly understand what he said. The lecture notes are not detailed and clear. You must attend every lecture and pay full attention in order to understand the content as there is many supplementary information that the notes do not include but will appear in the final exam.-Content is good, detailed, inspring"
1483,-make you understand why fruit ripe and the corresponding plant hormone
1484,"-quite intersting-Li Ning is a good guy, with many knowledge, but he teaches so fast and without clear linkage among the topics"
1485,"-You can hardly follow his mind, coz it changes so quickly"
1486,"-Leung is better, feel like high school teacher, detailed and medium speed but rather boringHe has a funny Hong Kong Chinglish accent. But NOT bad - at least he can explain everything clearly, given that you can understand his accent.The five experiments are dissection of rat, digestion of carbohydrate, protein and fat, forensic study by DNA fingerprinting, genetic study by fruit fly and environmental pollution and pollutant risk assessment.The teaching is not clear enough.The content is related to Lifs1902, only with more things to be recited. For example, students are required to identify every bit of the rat's organ.The tutor has a funny accent and often speaks Chinglish without he noticing. Although being a HongKonger like him, I seldom need to guess what he just said. Often spends a long time (e.g. 40 mins) to talk about the experiment and the principal before starting it, which is pretty boring. Do pay close attention to it, as those will appear in the final exam."
1487,"And don't let him catch you doing anything wrong in the experiment, or you may get your marks deducted. Try to ask the TAs instead if you have any questions.All related to 1902 but with more detailsExp 1 Rat Dissection"
1488,-digestive system
1489,-excretory system
1490,-reproductive system
1491,"Exp 2 Digestion of Carbonhydrate,Protein and Fat"
1492,-diff. kinds of simple tests
1493,Exp 3 Forensic Study by DNA Fingerprinting
1494,-DNA probe fingerprinting
1495,Exp 4 Genetics Study by Fruit Fly
1496,-Mendel's first and second law
1497,Exp 5 Environmental Pollution and Pollutant Risk Assessment
1498,"Generally DSE stuffs. If you study biology before, it is quite easy to catch up the concept.He has a terrible chinglish accent which is quite hard to understand even you are a local student. He only recaps the ppt without much explanation."
1499,"Pre-lab talk is way too long, it takes almost 1-hour for every experiment but the experiment may only take you half an hour to finish. You can see many students take out their computer and do their own stuffs or play with their phone but not listen to him."
