line,text
849,"Half of the lesson talked about turtle in python, while the remaining part is the basic part of python. That's all -- nothing more."
850,"If you have learnt programming (especially oop), this course would be quite simple as most of the content is very very simple -- not even mentioned about inheritance."
851,"still, don't under estimate this course as the exam is quite difficult. There are sooooooo many traps in the questions, and mid term exam is a chance for you to understand how evil they are. It is similar to those questions in dse, except in relatively shorter way."
852,"No attendance, no quiz, no everything except assignment, just all in final and fail the course hahaa(just kidding i am sorry)I won't say it is very bad, though I always felt sleepy in the lesson.( Maybe that's my fault :P)"
853,"My professor is LAM, Ngok. During the lesson not much interest things was taught. He simply explain the code function and taught us how the program work. (While I just understand these things from the book before I take the lesson)."
854,"To those who never learnt programming before I think he is still a good lecturer, just maybe a bit boring if you already understand what's going on."
855,(oh btw the tutor is not here anymore )Basic Python programming skillsQuite good. The professor is teaching in a quite slow pace. Though those who already got the basics of programming may feel bored and wanted to proceed quicker
856,"Thr professer is willing to help on students' questions and the course materials are more than than adequateThis course discusses basic stuff about Python 3.6. Including basic syntax (e.g. write,input),iteration statement(for-loop,while-loop),selection statement(if-then-else),l-system,precedence and recursion. It is quite easy and if you pay attention to the course you should be good to go. If you have programming background this should be an easy course."
857,"Highly recommend to all student who studies ICT (elective D) in secondary school to take this course. It should be very easy to you since the knowledge in Pascal/other language other than Java (Just study 1022P if you learn Java before) can somewhat translate into Python (though not all of them). Some new stuff (e.g. recursion, l-system) may be harder to understand but if you put attention on the lecture and have some revision, you should be good to go.To be honest, Mr. Lam's teaching is quite boring. Especially to someone who knows programming to a certain extent. His English is quite clear and you can understand him quite easily. But he spends a lot of time explaining stuff that is actually very easy. This makes his lecture a bit boring.The content of this course is fairly not that difficult, especially if you have a background of basic coding. As long as your basics are clear, you shouldn't have much problem with the course.Prof. Lam is an excellent teacher. He ensures that the entire class is involved and is quite hilarious. He explains everything very clearly and is open to any questions/doubts.Basic Python programming content. If, for and while loops, functions, basic turtle graphics, l-systems.. etc.Try to go for Gibson's lectures even if you are not enrolled in his class. He does much better lectures and you usually will not feel like falling asleep.Good transparency. They give you all your grades including all the statistics."
858,Assignments are very easy and are worth 40% of your final grade in total so make sure you get as high as possible on them. Mean for assignments is usually around 90-93%.
859,Midterms: 20%
860,Finals: 40%
861,"In the case of you scoring better on final exam than on your midterm, the final grade will be worth 60% instead while midterm will not count towards your final grade. So if you do badly on your midterm, you can still all in the finals and get into the A range."
862,1 SD above mean is about an A-
863,"Mean is about B2 assignments, 1 midterm, and 1 final exam."
864,The workload is relatively manageable.
865,"They usually give you several weeks to work on each assignment, but try not to do everything last minute, as you want some time to double-check everything and make sure you get that high % for you assignments.Easy to understand if attending all lessons. Just some basic knowledge of python. Examples used in lesson are available for reference in course web.A bit bored, but the instructor is nice and willing to answer questions after the lessons. He will overrun almost every lessons.Not bad, for myself, midterm a bit higher than mean, final below half sd, full marks in both assignments = B.Two assignments together with midterm and final. Assignments are easy if you attend labs. Labs are VERY VERY VERY IMPORTANT for your assignments. Final is a bit hard, required more revision.Basic python programming taught through turtle graphics.Interesting and fun, easy to follow with lots of examples, slides are easy to understand.Very good, can get into A-range easily, a bit harder for A+ but certainly achievable. Midterm is easy and Final is a bit more challenging.No attendance, 2 assignments which took me about 4 hours each."
866,The assignment is an L-system project and a game project. Grading schemes were released so you could check your program yourself and fix all the possible bugs. Easy to get full marks.Python 3 + turtle library built in python
867,"If you know programming, this is a pretty easy course. If you don't, it is easy for you to learn some basic programming concepts."
868,There are some basic programming knowledge:
869,- if/ else
870,- while/ for
871,- variable type
872,- function
873,- recursion
874,- basic class (OOP)
875,etc.
876,There are 2 assignment:
877,Assignment 1 is about L-system. your program should draw an appropriate picture. All the technical and math stuff are given and the only thing you need to do is implement those things into your program.
878,Assignment 2 is making a shooting game. It is a bit challenging but there is enough time for you to doThe teaching is very interesting in Gibson class. He often uses some funny way to talk about the programming concepts.
879,"If you ask him questions, he can explain to you very well.It's all about giving you a basic idea of how to use Python. There are 2 assignments in total with a midterm (optional) and a final exam.Lam Ngok is nice and he is always willing to answer our questions. He explains quite clearly and slowly to make sure you understands. He will ask questions at the end of the class and if you can get the correct answer, you can get extra marks added to your assignment.The whole course is focused towards turtle graphics using python, which in my opinion doesn't really help when it comes to showing your expertise in the subject. Good course for programming beginners I guess.To be honest, never went for a single lecture after the second week of the semester. The lecture slides and the book are enough for learning all the contents of the course. The professor was okay, but went too slow for someone who has programming background from before.It is quite easy if you have the experience of programming. If not , take it easy!  You could handle it if   spending a little time!Gibson is a humorous teacher because he could read the PPT while making up so many funny stories. He is also very considerate. You could feel free to ask any questions related to this course.The content is the basic knowledge of Python for beginners, such as the for loops, the L system, functions, recursions and so on."
880,"The content is super-easy for anyone with programming experience, acceptable for students with no programming background, such as me. The material given from the website is also adequate enough for students to understand well of the lectures."
881,"There's basically no attendance requirement in this class.Pro. Lam will explain almost every detail of the class in every lecture , which sometimes makes the lecture a bit of boring because he sometimes spends pretty much time on a tiny point, and will spend around 5-15 minutes going through the last lecture, depending on the difficulties."
882,He will also usually try to find some videos relevant to Python program before the lecture.
883,"However, he is very patient and friendly to students, indeed. He would love to answer any question from student within or after the class.Python:"
884,Basic input and output functions
885,Random numbers
886,"Type of variables: Integer, float, string, lists, tuples, Dictionaries, Boolean"
887,"Use of range(), len()"
888,Operators
889,"if, while, for"
890,Function
891,Recursion
892,Turtle graphics
893,L-system
894,Objects
895,Event Handling
896,"There are two assignment. The first one is about L-system which can adjust the size of grapic and to center automatically. The second one is a shooting game. If you attend all lab classes, it wont be very difficult.No CommentContent was great and easy to understand. The lecture notes are very self explanatory and it is all you need to study for the final.Good, passionate, and straight to the point. Answers all questions and explains very thoroughly.Good."
897,Mt 20%
898,assignment 1 20%
899,assignment 2 20%
900,Final 40%
901,"If you work hard, you＊ll get good grade.Not much. Labs are easy, assignments require some effort to think of ways to write maybe three-four lines of code, but not too hard. No attendance, so there＊s no great need to be in class.Basic programming based on Python version 3.6"
902,Content includes: (NOT in time order!)
903,"1. Preparation (register for CSD account, set up Python, etc.)"
904,2. Basic ※Grammar§ i.e. Syntax you should follow
905,"3. Usage of Python turtle graphics (Basic drawing commands, EVENT HANDLING)"
906,"3. Loops (For, While)"
907,"4. Collections of data (list, tuple, dictionary)"
908,"5. Handling of those ※collections§ (access by index, slice notation, add/remove/reverse, etc.)"
909,"6. Data types and conversion (integer, float, string, etc.)"
910,"7. File handling (Read, Write, FORMATTED OUTPUT)"
911,"  7.1 String handling (Strip, Slice)"
912,"8. Functions (Creating, Calling w/ arguments)"
913,  8.1 Global/Local variables
914,  8.2 Special: Event handling functions for turtle graphics
915,"9. Basic Classes (Aka. Object-oriented programming) (Creating instance, interaction)"
916,"10. Basic Recursion (Recursion depth, judge what a recursion can do)"
917,Note: No MIDI related stuff.No attendance.
918,Gibson is a great instructor. Lectures are always fun and you can learn a lot. Never miss lectures.
919,"He is helpful and willing to answer questions after lecture, in either English or Cantonese (But not Putonghua sorry...)"
920,"Labs are basically programming exercise, since I rarely attend them I can＊t say much."
921,"Lecture notes and Lab notes will be provided, no lecture video. But rarely will lectures teach something out of the note, so as the lab. Even in assignment labs (labs to give you some tips and help you finish the assignment), all the code provided in the lab will be in the note too, so don＊t worry much if you skip it (Though I do NOT advise you to do so, since you can＊t be sure to understand everything by just looking at the notes)The content is the basic grammar and the structure of how to use Python."
922,"In this course, you will understand the data structure such as stack or class."
923,"More about this course can look through the other comment, I don't want to copy and paste :)"
924,"But the final paper is pretty hard, if the paper writer is Gibson. There are some traps that you need to justify. Also, you need to understand the whole language to get a high mark in the final examGibson is a good instructor as he is a quite funny person. You will not get bored when attempting his lesson. On his lesson, sometimes he won't follow the example in the slide but slightly modify the code to become another work."
925,"It is much interesting than those who just follow the powerpoint and read through it.Basic programming concept and logic in a python context, topics include loop, if-statement, list, dictionary, turtle graphics, function, recursion etc. People with programming experience should find them easy to understand; people without prior experience shouldn't find it difficult as well.Gibson is one of the better lecturers at UST, his lessons are not boring and he explains every concept very clearly.Note that the contents of this course vary from year to year, or maybe from semester to semester."
926,Python part:
927,1. Text input and output / Variables
928,2. if-else statements / nested-if
929,3. while loops / for loops / nested loops
930,4. Data structure: List and Tuples
931,5. Lindenmayer System (L-system)
932,6. Data structure: Stack
933,7. Functions
934,8. Operators and Data types
935,9. Data structure: Dictionary
936,10. File Handling
937,11. Objects
938,12. Recursion
939,Turtle Graphics part:
940,"1. Moving and Drawing commands (turtle.up, turtle.forward, turtle.left, turtle.circle, etc.)"
941,"2. Commands to handle colours (turtle.color, turtle.colormode, etc.)"
942,"3. Filling commands (turtle.begin_fill, turtle.end_fill)"
943,"4. Text Input and Output commands (turtle.write, turtle.textinput, etc.)"
944,5. Commands to control visibility (turtle.hideturtle.etc.)
945,"6. Commands to control shape (turtle.shape, turtle.addshape, etc.)"
946,"7. Commands to control screen update (turtle.tracer, turtle.update)"
947,"8. Window setup command (turtle.mode, turtle.setup, etc.)"
948,"9. Event handling commands (turtle.onclick, turtle.ontimer, etc.)"
949,"10. Others (turtle.width, turtle.speed, turtle.Turtle, etc.)"
950,"The contents are quite easy, as long as you are willing to go through all the given notes thoroughly. Unlike COMP 1022P or Q, this course puts some stress on introducing the basics of computer science in line with teaching you to program in Python.LAM, Gibson:"
951,1. Easy-to-understand
952,2. Teaching (Speaking) style is generally funny
953,"LAM, Ngok:"
954,1. Very detailed explanation (sometimes lengthy though)
955,"2. Boring (Sorry to say that, but it really is)"
956,LAB (Ronald Mo):
957,easy-to-follow
958,"Both lectures and labs don't take attendance. Generally all three of them are okay. Just sit whoever you like and ask whatever you want to (they are willing to answer any questions).A brief introduction to interactive python programming, including turtle graphic and simple concepts on variable, function, recursion and class."
959,"But if you have any basic knowledge of programming, it would be a really boring course.Every week there'll be two lectures and one lab session."
960,"The instructor and lab TAs are quite responsible and teach you step by step. it's quite good a class for those who haven't learn computer programming before.Detailed introduction Python material, the course can move fast though since there is quite a bit to learn within one semester.Enthusiastic teacher, especially considering he's taught this so many times.Reasonable grading, everything is a point system so not much to argue about there."
961,Choose highest score between midterm/final to take into final grading + assignments.
962,"You can omit one midterm/final grade.The assignments may take up some of your time, but not too much."
963,What's important are the Labs because they help with your assignments a lot.Basic python knowledge
964,Most of the content is included in the high school syllabus
965,"If u have learned ICT in high school, u can handle this subject very easyVery gooddddddddddd"
966,"Although u dont attend the lesson also understand because the notes is very clearThe class is interesting and you will like the teacherIntroduction to coding in python, from the bery basics of compilers vs interpretors. If you already know coding in python, then the classes will be very boring.Shows the result of the code live in class. Is approachable and answers all questions that students may ask. Goes at a pace that will allow beginners to understand easily, however people who already know programming will find it too slow.the content is interesting especialy for beginners, however the content is little bit too simple if you want to truly master the language, you need to learn by yourselfDavid, hh intersting guy, you will either crazily love or hate his teaching style, he is actually very nice, if you have any problems, just turn to jim and he usually replies very fastI never learned programming in my entire life, and yet this course was relatively easy. You start with very basics, then progress onto more difficult and complex commands/codes/etc. If you previously learned Python, then congrats, you just got a free A or A+.The instructor always tries his best to make the lecture entertaining, and being a small class (compared to ones in huge lecture theaters), he is able to communicate with the students effectively. He will answer any questions with kind so ask anything to him.better than what I expected before taking this course but please don't expect too much.Prof Rossiter is quite okay for teaching. He is fun.all of the midterm, assignments, and final exam is covered in the total grading and plus on that you may want to do the class participation for the extra point on your grade."
967,"Actually when you get not-really-satisfying grade on the midterm, the prof will make the midterm percentage to the total grade to 0% so that if you work hard on your final exam and assignment then you can cover your mistake in the midterm."
968,"so overall, not bad.workload is quite high as the two assignments can be quite hard for those who never learned coding before.Basic Python Programming, even you don＊t know programming at all, the content is not too difficult.The teaching is good. The professor express his ideas clearly. The teaching assistants are also very helpful during the lab sessions. The teaching materials prepared are quite good for understanding.The content is fun, partly because Python is a new knowledge to me, and I really learn a lot in this course. Even though I think it is quite hard to master this computer language, it is still worthwhile to learn the coding and rewarding after you successfully built a program.My instructor is very good and nice, though, he always spoke a bit too fast in the lessons. He is willing to help and answer the questions we have in mind after the lessons. There's always so many students asking him question after the lessons.Most of them were essential basics for programming beginners, and the content is not too difficult for beginners.Gibson is a very good instructor. He teaches students in a way that does not make students feel boring. Moreover, to make the class more interactive, he sometimes asks questions to students, which will award you with bonus marks if you are the first one to answer thThe content is similar every semester and it's ok if you get notes from other students.The instructor is full of energy and you won't fall asleep even taking the 9:30 course. He will also include a lot of in class questions which may be showed up in some of the exams.Very interesting content, pretty basic so it wasn't very hard for me to catch up with the content even though it was my first time to learn computer science."
969,"Midterm, Final, 2 assignmentsHe teaches very well and in a very fun and interesting way. He gives lectures in a pretty organized way and teaches in a way that students can understand more easily. Plus he uploads lecture videos on the website which greatly help students review for exams and students who missed classes."
970,"Labs are very helpful for assignments because they show you how to do almost 80% of the assignments.This course is mainly teaching about Python. Although Python doesn't seem to be as popular as it used to be, it is good to learn more programming language. The course focuses on how you practically use Python rather than the history of Python, so it is kind of useful.Rossiter is good, but he hates students chatting in his lesson. NEVER SKIP ANY LESSON. He will teach something not in the notes but in the final exam.content is good"
971,the things are useful in coding
972,it is easy to handlethe tutor is good too
973,"he is funny, you won't feel bored"
974,and detail in the lesson
975,always have some example questions to do together
976,"you will learn a lot from it and get some bonus marks by answering the questions in classits about introduction and how to use python. Two assignments, one midterm and one final examVery good. Very clear very specific very nice the professor is very nice, he is willing to answer you questions after classVery good. High mean"
977,"For the two assignments, people usually get more than 80/90 marks out of 100"
978,"For mid term, people usually get 80/90"
979,"For final exam, the mean is 6xVery low workload"
980,One midterm
981,One final exam
982,Two assignment
983,You can choose not to attend the midterm
984,Then there will be more weights on final examBasic knowledge about python
985,"Some concepts might be a bit hard, but if you review lecture notes carefully, you will easily understand."
986,"Personally I really enjoyed this class because I haven't learned computer science before.He is the best professor I've every met in UST. There is no attendance, and lecture videos are uploaded, but I still went to the lectures because his teaching was nice and fun.Good for learner to computer science. It is recommended to those who are interested in python.The instructor gave many comprehensive demo, which are good and detailed. Every lectures he just goes straight to the points and only mentions those are most likely appeal in the exam. Therefore, not suggest to skip his classes.the content is pretty easy and basic."
987,It's quite suitable for students with no programming background.
988,"in the course, there are turtle graphics, midi music player and basic syntax etc. But it focuses on turtle graphics mostly.David is a excellent teacher. He provided an interactive learning environment for students and prepares the lectures with interesting content.Python 3"
989,Every week two lectures of 50 mins
990,"Buying the textbook is optional, but you can bring the textbook and notes to the exams."
991,"There will be some bonus questions in the last 5 mins of the lectures and if you receive bonus marks, this will go to your assignments.Receive quite a lot of support from the TAsbasic syntax of python and programming logic. The overall content is quite easy and interesting as a first-step course to programmingGibson is quite humorous. However, since the content is not difficult and detailed described in ppt, it's totally fine to skip all the lessons.Exam is not difficult as all. It is rather like testing your carefulness. One small careless mistake will make you lose a sub grade.No homework and only two interesting assignments, midterm and final. As for the lab, they can be skipped although they are helpful for the projects. As for midterm and final, it is mainly filling in the blank. Therefore, understand the syntax will be fine, no need to master them if you only aim for exam.interesting course, the coding is quite easy. If you have basic understanding of coding, this course should be easy for you.Teaching of Gibson is fun. He explains everything very clear and detailed. I attend all lesson even if it is 930am lesson."
992,"Before the submission of final project, you can feel free to ask him. He will answer question about the assignment.Fundamental course for programming learning basic syntax, data types and functions using Python.Interesting. Recommend to attend all the lectures even if you have learnt most of the content. The lecture content is different from the notes you find in canvas. So if you miss the lecture, you will probably receive less information than others.Content is interesting, teaching about Python. The course teaches students how to write a game and draw graphic using Python. Wouldn't feel boring if you have interest in programming.The teaching is good. The professor can express his ideas clearly. He taught us to think step by step and logically. A good professor.The content is pretty easy even if you don't know programming! The content is basic if you can learn it well, you will find it easy to learn COMP2011 (COMP1021 teaches python and COMP2011 teaches C++ but some of their contents are the same.)Gibson is humorous and is really patient when answering our questions. He always draws a vivid picture to help explain."
993,"Our LAB instructor is Ronald MO and he teaches well and is also very patient when answering questions. But I really think sometimes he doesn't what he is talking about...Pretty basic programming concepts like if-clause, for loop ,etc. are included in the course"
994,Interesting topic like playing music are also included. Pretty easy indeed.I didn't attend class a lot so not quite sure.Useful.
995,Basic python knowledge.
996,"Focusing on loops,conditional grammar, turtle program, pygame```Humorous and thoughtful."
997,"On the lecture of introducing turtle programs, a turtle pet even appeared suddenly.A little too harsh."
998,A small mistake may cause a big difference in your exam results. Pay attention to every line you see in the exam paper.
999,Two assignments:
1000,1st:20%
1001,2nd:20%
1002,midterm:20%
1003,final:40%
1004,Or:
1005,Two assignments:
1006,1st:20%
1007,2nd:20%
1008,final:60%
1009,Choose a better score to be your final score.
1010,My overall score is 96.4. I got an A+.
1011,"My friend got 92.4. Only A.Nearly zero. EXTREMELY low workload.Normal programming course, learning basic skills"
1012,"python is a relatively easy language than java,but the assessment is more difficult than comp1022p"
1013,"excel vba is only for people not trying to learn programming language but required by curriculumgibson is a funny guy, and is willing to answer questions"
1014,"however, lab session there is not enough teaching assistant, ron is not able to answer all pupil's question, and he is teaching far to fastIt's fun but not practical. At the end of the day you would learn now to make a music program and a space invader game. But how can you put it into use on a daily basis? Yet it would be great for someone who want some fun. But really, drop it if you find it difficult to understand, really. Or else it won't be a course which you can get a good grade.The professors are humorous and there might be jokes in between lectures. Attendance is not required in the class which means that you can skip lessons at anytime but i do not recommend you to do so because I did and I found it hard to understand the concepts and this contributed to my poor grade :(Basic Python programming."
1015,"Turtle graphics, if, loops, functions, etc, and a little bit about objects.The professor is humorous and the class is quite fun. But you can still understand all the things by only looking at the lecture notes.Good."
1016,20% assignment1 (mean: 88.5/100)
1017,20% assignment2 (mean: 92.4/100)
1018,20% midterm (mean: 69.3/100)
1019,40% final (mean: 62.4/100)
1020,Easy to get full marks for the assignments. Clear marking scheme is given so by testing the program carefully you would know whether you have done the right things.
1021,Both exams are open-notes. Not too hard to get full marks but you may lose many marks if you are not careful enough.
1022,Don't trust the past paper because the difficulties are quite different.Very light.
1023,Lab work and 2 assignment.
1024,For the lab work you don't need to submit but it is good to finish them all. Some are parts of the assignments. I didn't go to the lab and just did all of them at home.
1025,"For the assignments most of the parts are done in the lab sessions.This course is about PYTHON. It is really easy even without any background of computer. In the first class, the professor said that this course is for students with no background. So there is no need to worry about the      "
1026,"that.The teacher is really good. There were some jokes in the class. But i think the class is boring. i can hardly learn something in the lecture. From the note, i can know almost everything.The powerpoint slides are clear and the contents can be followed easily even if you do not attend any lessons. The mid-term and final are open book. It shouldn't be difficult if you print and tag all the notes.Prof Lam is passionate and responsible. He is open to questions during lessons and tries his best to make sure every student in class follows. Unfortunately, this may make some of the students feel the pace is too slow.The courses teach some basic syntax of Python."
1027,"It mainly focuses on turtle graphics, MIDI music and touches about a little bit about class and object.The instructor is passionate and responsible. It is a pleasant experience to attend his class, though I think his pace sometimes was too slow... (He repeated some simple stuff and spent too much time on it.)Has very clear powerpoint slides uploaded to course website. Easy to follow. Even got a summary cheat sheet provided for final exam.Idk much about the teaching, since I only attended the first 2 lessons. Gibson is a chill guy tho.I never learnt anything related to computer coding whatsoever. Literally zero in this field, still got no problem at all in the course. Attended none of the lab, only read notes on the course website, got an A. Nothing much to say.Only 2 assignment, mid-term and final. Assignment might take some time for people unfamiliar with programming stuffs, but still easy to get full marks as long as you are careful at reading.Although the name suggests ※Intro to CS§, it＊s actually just basic programming in Python.Most of the time, content presented in the classroom is covered in the lecture notes. But sometimes the instructor will use other examples, which are more interesting than those in lecture notes. For example, he uses real midterm data (scores, student ID, lecture section) to teach us file reading in python. He knows the materials quite well, and he does try to make the lessons interesting. Sometimes he will ask questions, you get assignment points (used to boost assignments marks if you didn＊t get full marks) for answering them correctly.Basic iterations and decision of programming. Basic ideas and paradigms of CS. Content may be jumping from one to another frequently. If you have no programming background, it's better to take a look at some coding examples (Psuedocode will do).In detail. Prof. Lam has a tendency in speaking faster and faster in class. You may want to raise your hand if you can't keep up or have any questions. He doesn't like people talking in class, so just keep the volume to a minimum with your coursemates. TA/IA are always helpful in your assignment or any bugs that you find. Though, ask your friends to take a brief look if a problem is found. Don't find TA/IA about silly mistakes instantly or you risk get your *** kicked xd.The course teaches simple python syntaxes and how computer logic works. This is a great starting course for anyone new to coding because you can learn how to give your computer commands and follow their logic while not having to deal too much with the complicated coding syntax (Java).Not enough supplementary explanation is given during lecture. The instructor simply reads off of the ppts, which are all uploaded on the comp website, so I stopped going to lectures midway. Revising on your own will give you the same understanding of the class material even if you don't attend the lectures.Content is basic Python programming, variables, loops, functions, recursion and stuff like that. It should be quite easy if you know some programming basics, and even if you don't it shouldn't be too difficult.Gibson is a great professor, one of the best I've seen at UST. He likes to make little jokes in the lectures to make them more interesting and he makes really detailed powerpoint slides which help with easier understanding. Labs are very detailed but I skipped most of them so not much to say.easy content, just basic programming concepts e.g. if-then-else, for/while loops. People who studied ICT before (especially programming as elective) should have no problem at all.Prof. has great sense of humor. Don't have much to say as I have skipped most lessons. Lab session are extremely detailed so good for newbies but bad for those who are switching from other language.Basic programming knowledge"
1028,"Loops, recursion, operators"
1029,"Turtle graphics, objects"
1030,"In Python languageGibson is friendly and humorous, willing to answer students questions after class"
1031,all materials are uploaded on website so I don't really go to class
1032,"the notes are clear tooLectures are about basic python programming. Labs are mainly taught to make small games. No attendance will be recorded. The tests are open-book, open-notes.Professor Lam is a very good teacher. He will make some jokes in his lecture and demonstrate some improved examples that are not limited to the notes.Assignments    2*20%"
1033,Midterm Test    20%
1034,Final Exam       40%
1035,or
1036,Assignments    2*20%
1037,Final Exam       60%
1038,"whichever is higherThere are two assignments, submitted online. The workload is relatively small and assignments are easy if you go to  labs where you will be clearly instructed and guided.Basic knowledge of python programming,including for loop,while loop,recursion,object-oriented programming,list,calculation,turtle graphics......."
1039,"Fairly easy to understand,even you if don't have any programming background(like me).the language itself is very clean and clear,so it is the best language if you start picking up programming."
1040,You will feel like you really are learning something in this course.Very Good.
1041,"two 50-min lecture and 2 hour lab per week,no attendence needed"
1042,"I suggest attending EVERY single class.Don't skip it.During each lesson a lot of knowledge and topics will be covered,so you will miss a lot and find yourself difficult to follow up if you are absent."
1043,"Both professor and Teacher Assistant are friendly,talkative,and willing to explain your problem in an comprehensive way.Always feel free to ask if you have any questions."
1044,"Overall best course I have attended so far,in contrast to 1906Best introduction to computer science out of the options available."
1045,"If you choose VBA you'll regret once you reach COMP 2011 if you dont have prior programming knowledgeLectures are good, but it is ok if you don't go since he uploads all the slides online and they are very understandable and clear.Quite simple, just the most basic of python. (eg. if-then, loop..."
1046,")The course focus on the turtle module which is quite easy to understand. But it's actually fun to be able to write something and run it successfully.The lecturer was very nice and helpful! Highly recommend.Very good. Teaching very basic and useful Pyhon skills. Whisch is very useful for freshmen. Very good. Teaching very basic and useful Pyhon skills. Whisch is very useful for freshmen. Very funny. He is best instrutor I have ever met. He is a very good person. He even gave me a coffee ticket.Very funny. He is best instrutor I have ever met. He is a very good person. He even gave me a coffee ticket. Very funny. He is best instrutor I have ever met. He is a very good person. He even gave me a coffee ticket.Not very difficult. Basic programming knowledge.Divid is a really interesting person. He could use a relative relax way to explain the knowledge. Most importantly, he can always give a prompt help.Because both mid-term and final are open book exams, the main point is to understand the content but not memorizing them. Easy to get an A rangeOnly 2 assignments, one midterm and one final. Not much to remember but it needs time for you to really type the cod into the computer to have a thoroughly comprehension.The content is typically about the basic ideas and operations that every language covers and realized in python language. And the language is pretty easy to understand as it is almost plain ""English"".The class may be a little boring because the teacher is mainly reading notes, but the PPT is still important and more individual thinking and questioning help a lot in understanding.the content is all about python progranmming, and in my opinion this course is appropriate for laymen to get to know the world of computer science.very specific or maybe overly specific, there is no need to worry about whether you can understand the content if you are willing to. instructor will explain one concept for many times, the notes is clear too.It's a useful introduction course to computer science and pre-requisite for other bridging courses and advanced CS courses. Basic operations and logic applications in Python language. Highly recommended.Delivered in and precise and clear way. Easy to understand if you attend every lecture and tutorial. Examples, lab demonstrates and other course materials will be uploaded previous to each of the session and updated accordingly afterward.Python essentials"
1047,From data structure to class and objects.
1048,"But lately if you want to use python for working or research, you'll find the content of this course inadequate. You still have to go online and watch tutorials to make use of pythonThe instructor is very humorous, active and responsive."
1049,Lotsa jokes in class. People are always laughing and having fun while learning. This is great-simple python coding
1050,-quite interesting
1051,-suitable even for students who never learnt programming
1052,-easy to follow
1053,-the midterm exam was quite easy
1054,-the final exam was a bit more difficult than the midterm exam-Funny professor with nice british accent
1055,-teached very well
1056,"-ppt can be downloadedIt covers only basic knowledge of computer science.  Students will be able to write simple programs.Gibson's teaching style is very interesting and he tells a lot of jokes in class. However he has a strong accent. Sometimes its hard to follow.Impossible to get A+, need at least 95% for an A+. I've got 80% overall and it is a B+.Not many workload there are two easy assignments but need some thinking. There is a midterm and a final. Both of them are  open book examsIt is all about Python 3.2.The Professor is very nice and always willing to answer students' questions after class. The class may not extremely funny, but not too bad.Very nice."
1057,"Follow the instruction in lab, which will help you finish parts of the assignments. It is sort of easy to get the full marks for the assignments since you can run the program to see if it works or not."
1058,"You may gain extra point if answer a question during class.There is 1 mid-term and 1 final, both are open book exams. You can take all the lecture notes and your work from the lab section.  "
1059,"There are also 2 assignments. Both of them is to write a program. One is a music system and another one is a game.Very easy introduction class in Python where you just learn the basics of programming like strings, for, if/else, and while loops. I wouldn't worry about it too much however if you're not a logical thinker it could be a bit tricky however there's a lot of online resources like codeacademy or coursera which go much farther in depth than this class.The teaching is what you would expect for an intro classThis course is about Python. Of course, as a 1000 level course, the content covers the basic and the easiest part of Python such as loops and some class things but students can still learn the way of thinking of computer programming.Both instructors, two Dr. Lam, may be two of the best teaching staff I have ever met at HKUST. They are so kind and helpful. They will not hesitate to answer your question. Lectures and labs are so fun and the learning atmosphere is wonderful.this course is about how to use python. it is really easy and interesting. some basic code and introduction to turtle graphics.just so so it mostly depends on yourself"
1060,i think reading notes is better than listening to the lecture2 assignment and very easy to get full mark. final is easy and if your midterm will decrease your mark they can overlook your midterm. finally i think it is easy to get A plussmall just 2 assignments and some labs
1061,"assignments can mostly be completed in labsMost of them were essential basics for programming beginners, and the content is not too difficult for beginners.Gibson is a very good instructor. He teaches students in a way that does not make students feel boring. Moreover, to make the class more interactive, he sometimes asks questions to students, which will award you with bonus marks if you are the first one to answer them all correctly. Also, he answers questions after classthe course is about python"
1062,not too deep and difficult in this course
1063,it's useful and fun to learn to draw some graphic using turtle and basic computer language stuff is covered.
1064,it's not hard to learn even you are fresh to programming and have no related background knowledge.Gibson taught well and it's not boring
1065,the notes will be distributed in the first two lessons
1066,all the notes and labs are explained and designed will that it's easy to understand
1067,"No attendance will be taken, so u can skip all lectures including labs(not suggested) if u have confidence to do self-study.There is 2 program assignments, one designing a music player, the other one designing the space invader game.With 2 exams, midterm and final, all open notes and books. The notes should be beyond enough for the exam. The lecture notes have no differences to those in the past, just ask the seniors for notes.The teacher is funny, and has shown a very strong understanding in Python. I was really stunned when he sent us the 'Puzzle and dragon' game in Python file.This is an introduction course to computer science. The course mainly covers the basics of using the Python interpreter. The teachers teach us about some of the basic implementations of coding such as, input and output, conditional statements, for and while loops. Other materials are dictionaries, stacks, and classes. The teachers also teaches the use of the pygame module that is included which allows to programmer to import some modules which can be used to help to programmer to make games.Teacher teaches in a very engaging and interesting way. He is able to explain the concepts of course and makes it easy for students to understand. Teacher also makesly jokes in class which makes the learning environment very interesting and is clearly very knowledgeable in the course material that he is teaching.Great introduction to several programming methods using the python programming logic. Great for students without any background in cs.Professor Lam usually speaks with a monotonous tone which may drive you into boredom and cause you to sleep. But he is a very patient and helpful professor if you have nay doubts.Python 2.3 language - pretty simple and easy introduction!"
1068,"ex. turtle graphics, pygame, different loops (while/if/recurring), if conditions (elif...),Funny professor, tries to make it as interesting as possible. Reads everything from his detailed ppts, so u actually don't need to go to class."
